Game ID,Game Timestamp,Difficulty,Board Solved,Time,Estimated Time,3BV,Completed 3BV,3BV p s,Efficiency,Total Clicks,Useful Clicks,Wasted Clicks
2358451094,2023-06-15 23:30:01,expert,False,20.503,79.338,178,46,2.2436,81.0,57,55,2
2358451092,2023-06-15 23:29:59,expert,False,1.373,113.273,165,2,1.4567,50.0,4,4,0
2358450127,2023-06-15 23:29:53,expert,False,4.490,105.836,165,7,1.5590,47.0,15,14,1
2358447721,2023-06-15 23:28:32,expert,False,63.148,90.416,189,132,2.0903,75.0,176,163,13
2358447717,2023-06-15 23:28:28,expert,False,3.025,79.028,209,8,2.6446,100.0,8,8,0
2358447715,2023-06-15 23:28:27,expert,False,0.152,,197,0,,0.0,2,2,0
2358447713,2023-06-15 23:28:26,expert,False,0.137,,157,1,7.2993,50.0,2,2,0
2358446017,2023-06-15 23:27:40,expert,False,39.948,74.959,167,89,2.2279,85.0,105,97,8
2358445727,2023-06-15 23:27:26,expert,False,12.990,116.910,171,19,1.4627,50.0,38,33,5
2358445102,2023-06-15 23:27:23,expert,False,2.021,132.712,197,3,1.4844,38.0,8,7,1
2358444069,2023-06-15 23:26:56,expert,False,24.291,97.787,157,39,1.6055,59.0,66,63,3
2358443196,2023-06-15 23:26:44,expert,False,9.896,71.628,152,21,2.1221,70.0,30,29,1
2358430089,2023-06-15 23:21:55,expert,False,14.444,82.471,177,31,2.1462,76.0,41,37,4
2358426634,2023-06-15 23:20:48,expert,False,63.333,85.993,148,109,1.7211,64.0,169,155,14
2358413157,2023-06-15 23:14:43,expert,False,0.151,,203,1,6.6225,50.0,2,2,0
2358413158,2023-06-15 23:14:43,expert,False,18.523,81.860,137,31,1.6736,60.0,52,50,2
2358413156,2023-06-15 23:14:41,expert,False,0.667,,128,1,1.4992,33.0,3,3,0
2358412922,2023-06-15 23:14:24,expert,False,15.127,94.684,169,27,1.7849,59.0,46,41,5
2358412234,2023-06-15 23:14:20,expert,False,2.762,170.323,185,3,1.0862,33.0,9,7,2
2358412231,2023-06-15 23:14:19,expert,False,0.137,,185,1,7.2993,50.0,2,2,0
2358382599,2023-06-15 23:02:55,expert,False,37.712,69.063,152,83,2.2009,77.0,108,98,10
2358380115,2023-06-15 23:02:35,expert,False,15.985,94.970,202,34,2.1270,68.0,50,50,0
2358380114,2023-06-15 23:02:34,expert,False,0.546,,177,1,1.8315,33.0,3,3,0
2358379424,2023-06-15 23:02:26,expert,False,6.248,111.839,179,10,1.6005,43.0,23,17,6
2358379417,2023-06-15 23:01:51,expert,False,32.850,75.641,175,76,2.3135,78.0,97,94,3
2358379416,2023-06-15 23:01:50,expert,False,0.734,,172,1,1.3624,33.0,3,3,0
2358379415,2023-06-15 23:01:49,expert,False,0.176,,174,1,5.6818,50.0,2,2,0
2358377876,2023-06-15 23:01:37,expert,False,9.710,110.694,171,15,1.5448,50.0,30,25,5
2358372252,2023-06-15 22:58:21,expert,False,39.533,91.189,173,75,1.8971,61.0,122,109,13
2358372251,2023-06-15 22:58:17,expert,False,2.678,83.911,188,6,2.2405,67.0,9,8,1
2358372250,2023-06-15 22:58:15,expert,False,1.445,51.442,178,5,3.4602,83.0,6,6,0
2358371460,2023-06-15 22:58:12,expert,False,1.660,149.400,180,2,1.2048,33.0,6,6,0
2358371458,2023-06-15 22:58:10,expert,False,1.227,,141,1,0.8150,17.0,6,6,0
2358371454,2023-06-15 22:58:07,expert,False,1.776,107.744,182,3,1.6892,43.0,7,6,1
2358370911,2023-06-15 22:58:01,expert,False,5.448,97.569,197,11,2.0191,61.0,18,17,1
2358370910,2023-06-15 22:57:58,expert,False,1.764,45.864,182,7,3.9683,78.0,9,8,1
2358370909,2023-06-15 22:57:51,expert,False,5.138,74.267,159,11,2.1409,58.0,19,18,1
2358370908,2023-06-15 22:57:49,expert,False,0.593,49.812,168,2,3.3727,67.0,3,3,0
2358370907,2023-06-15 22:57:46,expert,False,2.281,58.654,180,7,3.0688,78.0,9,9,0
2358368806,2023-06-15 22:57:05,expert,False,30.130,82.548,200,73,2.4228,81.0,90,87,3
2358368804,2023-06-15 22:57:04,expert,False,0.583,49.555,170,2,3.4305,67.0,3,3,0
2358366631,2023-06-15 22:55:49,expert,False,66.057,82.571,175,140,2.1194,71.0,196,181,15
2358366630,2023-06-15 22:55:48,expert,False,0.601,,176,1,1.6639,33.0,3,3,0
2358366628,2023-06-15 22:55:46,expert,False,0.724,,186,1,1.3812,33.0,3,3,0
2358366627,2023-06-15 22:55:44,expert,False,1.872,64.584,207,6,3.2051,86.0,7,7,0
2358365398,2023-06-15 22:55:42,expert,False,0.179,,199,0,,0.0,2,2,0
2358365393,2023-06-15 22:55:32,expert,False,7.319,56.112,184,24,3.2791,96.0,25,24,1
2358364992,2023-06-15 22:55:28,expert,False,2.647,154.408,175,3,1.1334,30.0,10,9,1
2358364987,2023-06-15 22:55:18,expert,False,0.158,,172,1,6.3291,50.0,2,2,0
2358364213,2023-06-15 22:55:13,expert,False,0.181,,163,1,5.5249,50.0,2,2,0
2358364211,2023-06-15 22:55:12,expert,False,0.154,,175,0,,0.0,2,2,0
2358364209,2023-06-15 22:55:11,expert,False,0.543,,185,1,1.8416,50.0,2,2,0
2358363289,2023-06-15 22:54:21,expert,False,41.237,81.547,176,89,2.1583,75.0,118,107,11
2358363288,2023-06-15 22:54:20,expert,False,0.166,,140,0,,0.0,2,2,0
2358363287,2023-06-15 22:54:19,expert,False,0.131,,133,1,7.6336,50.0,2,2,0
2358358736,2023-06-15 22:52:19,expert,True,87.824,,166,166,1.8901,67.0,246,218,28
2358358735,2023-06-15 22:52:17,expert,False,0.655,59.278,181,2,3.0534,67.0,3,3,0
2358358733,2023-06-15 22:52:16,expert,False,0.522,,138,1,1.9157,50.0,2,2,0
2358356963,2023-06-15 22:52:13,expert,False,2.140,56.251,184,7,3.2710,88.0,8,8,0
2358356962,2023-06-15 22:52:11,expert,False,0.557,,203,1,1.7953,33.0,3,3,0
2358352934,2023-06-15 22:50:00,expert,False,43.348,77.337,157,88,2.0301,69.0,127,117,10
2358352025,2023-06-15 22:49:59,expert,False,0.701,,153,1,1.4265,33.0,3,3,0
2358352023,2023-06-15 22:49:55,expert,False,0.764,,169,1,1.3089,33.0,3,3,0
2358351026,2023-06-15 22:49:05,expert,False,41.559,77.300,186,100,2.4062,82.0,122,111,11
2358351025,2023-06-15 22:49:03,expert,False,0.492,52.890,215,2,4.0650,67.0,3,3,0
2358348668,2023-06-15 22:48:16,expert,False,28.109,78.133,164,59,2.0990,68.0,87,83,4
2358346395,2023-06-15 22:47:21,expert,False,24.654,60.115,178,73,2.9610,106.0,69,67,2
2358346391,2023-06-15 22:47:17,expert,False,0.698,,176,1,1.4327,33.0,3,3,0
2358340880,2023-06-15 22:44:59,expert,False,18.700,90.667,160,33,1.7647,62.0,53,48,5
2358338849,2023-06-15 22:43:50,expert,False,27.698,68.352,153,62,2.2384,79.0,78,77,1
2358336918,2023-06-15 22:43:09,expert,False,20.810,127.172,165,27,1.2975,48.0,56,52,4
2358336915,2023-06-15 22:43:08,expert,False,0.548,,158,1,1.8248,50.0,2,2,0
2358336315,2023-06-15 22:43:01,expert,False,1.976,,164,1,0.5061,13.0,8,3,5
2358335146,2023-06-15 22:42:44,expert,False,0.531,,146,1,1.8832,50.0,2,2,0
2358334519,2023-06-15 22:42:20,expert,False,12.607,111.662,186,21,1.6657,53.0,40,34,6
2358334517,2023-06-15 22:42:19,expert,False,0.179,,173,1,5.5866,50.0,2,2,0
2358333906,2023-06-15 22:41:53,expert,False,10.253,76.898,180,24,2.3408,89.0,27,24,3
2358333902,2023-06-15 22:41:48,expert,False,1.829,167.354,183,2,1.0935,40.0,5,5,0
2358029351,2023-06-15 20:05:20,expert,False,40.673,102.593,169,67,1.6473,63.0,107,97,10
2358029350,2023-06-15 20:05:18,expert,False,0.144,,213,1,6.9444,50.0,2,2,0
2358009050,2023-06-15 19:52:18,expert,False,33.195,83.221,178,71,2.1389,77.0,92,85,7
2357997015,2023-06-15 19:46:15,expert,False,43.814,79.696,211,116,2.6476,85.0,136,126,10
2357997011,2023-06-15 19:46:13,expert,False,0.541,,144,1,1.8484,33.0,3,3,0
2357996540,2023-06-15 19:45:59,expert,False,2.704,98.020,145,4,1.4793,40.0,10,9,1
2357996539,2023-06-15 19:45:58,expert,False,0.543,45.069,166,2,3.6832,67.0,3,3,0
2357996191,2023-06-15 19:45:57,expert,False,0.576,48.960,170,2,3.4722,67.0,3,3,0
2357996189,2023-06-15 19:45:55,expert,False,0.736,,209,1,1.3587,33.0,3,3,0
2357996188,2023-06-15 19:45:53,expert,False,0.606,,196,1,1.6502,33.0,3,3,0
2357993937,2023-06-15 19:45:09,expert,False,33.128,86.034,174,67,2.0225,63.0,106,100,6
2357993934,2023-06-15 19:45:06,expert,False,1.869,87.376,187,4,2.1402,57.0,7,7,0
2357993933,2023-06-15 19:45:03,expert,False,1.057,63.420,180,3,2.8382,60.0,5,5,0
2357993492,2023-06-15 19:44:45,expert,False,0.481,,153,0,,0.0,2,2,0
2357992778,2023-06-15 19:44:00,expert,False,42.470,90.480,147,69,1.6247,56.0,123,115,8
2357991473,2023-06-15 19:43:21,expert,False,27.763,74.839,186,69,2.4853,83.0,83,81,2
2357965451,2023-06-15 19:29:35,expert,False,23.736,78.511,172,52,2.1908,76.0,68,67,1
2357965450,2023-06-15 19:29:33,expert,False,0.551,38.846,141,2,3.6298,67.0,3,3,0
2357965448,2023-06-15 19:29:31,expert,False,0.532,53.200,200,2,3.7594,67.0,3,3,0
2357756247,2023-06-15 17:28:16,expert,False,14.701,93.456,178,28,1.9046,62.0,45,33,12
2357756246,2023-06-15 17:28:13,expert,False,0.518,,170,1,1.9305,33.0,3,3,0
2357749039,2023-06-15 17:22:43,expert,False,43.188,71.980,140,84,1.9450,68.0,124,114,10
2357749035,2023-06-15 17:22:41,expert,False,0.875,80.063,183,2,2.2857,50.0,4,4,0
2357748792,2023-06-15 17:22:36,expert,False,2.680,113.230,169,4,1.4925,50.0,8,7,1
2357748791,2023-06-15 17:22:35,expert,False,0.171,,239,1,5.8480,50.0,2,2,0
2357748789,2023-06-15 17:22:34,expert,False,0.160,,169,0,,0.0,2,2,0
2357748307,2023-06-15 17:22:33,expert,False,0.160,,194,1,6.2500,50.0,2,2,0
2357748304,2023-06-15 17:22:29,expert,False,0.160,,195,0,,0.0,2,2,0
2357748305,2023-06-15 17:22:29,expert,False,3.017,103.785,172,5,1.6573,63.0,8,8,0
2357746799,2023-06-15 17:21:18,expert,False,64.450,96.675,168,112,1.7378,65.0,173,163,10
2357746597,2023-06-15 17:20:56,expert,False,19.593,98.509,181,36,1.8374,64.0,56,56,0
2357746595,2023-06-15 17:20:54,expert,False,1.144,90.948,159,2,1.7483,50.0,4,4,0
2357746594,2023-06-15 17:20:53,expert,False,0.607,54.327,179,2,3.2949,67.0,3,3,0
2357746342,2023-06-15 17:20:46,expert,False,5.961,90.791,198,13,2.1808,68.0,19,18,1
2357746339,2023-06-15 17:20:44,expert,False,0.619,40.648,197,3,4.8465,60.0,5,5,0
2357746029,2023-06-15 17:20:37,expert,False,6.114,82.817,149,11,1.7991,61.0,18,16,2
2357746026,2023-06-15 17:20:35,expert,False,0.743,,162,1,1.3459,33.0,3,3,0
2357745294,2023-06-15 17:20:23,expert,False,8.505,73.928,226,26,3.0570,87.0,30,29,1
2357740933,2023-06-15 17:17:53,expert,False,23.017,83.143,177,49,2.1289,73.0,67,57,10
2357740931,2023-06-15 17:17:52,expert,False,0.216,,166,1,4.6296,33.0,3,2,1
2357740263,2023-06-15 17:16:45,expert,False,64.518,81.635,186,147,2.2784,82.0,179,173,6
2357740262,2023-06-15 17:16:44,expert,False,0.575,40.825,142,2,3.4783,67.0,3,3,0
2357740254,2023-06-15 17:16:38,expert,False,4.253,70.411,149,9,2.1162,69.0,13,12,1
2357739966,2023-06-15 17:16:36,expert,False,0.693,,189,1,1.4430,33.0,3,3,0
2357739961,2023-06-15 17:16:31,expert,False,4.029,50.027,149,12,2.9784,92.0,13,13,0
2357739742,2023-06-15 17:16:30,expert,False,0.595,48.493,163,2,3.3613,67.0,3,3,0
2357739741,2023-06-15 17:16:28,expert,False,1.208,99.056,164,2,1.6556,40.0,5,5,0
2357738618,2023-06-15 17:15:38,expert,False,18.030,79.429,163,37,2.0521,66.0,56,54,2
2357738615,2023-06-15 17:15:37,expert,False,0.691,,151,1,1.4472,33.0,3,3,0
2357738404,2023-06-15 17:15:30,expert,False,5.439,107.571,178,9,1.6547,60.0,15,15,0
2357738184,2023-06-15 17:15:08,expert,False,19.992,86.783,191,44,2.2009,76.0,58,54,4
2357737819,2023-06-15 17:14:44,expert,False,21.479,89.912,180,43,2.0020,69.0,62,61,1
2357737817,2023-06-15 17:14:43,expert,False,0.166,,155,1,6.0241,50.0,2,2,0
2357737813,2023-06-15 17:14:40,expert,False,1.965,70.347,179,5,2.5445,71.0,7,7,0
2357737441,2023-06-15 17:14:39,expert,False,0.644,59.892,186,2,3.1056,67.0,3,3,0
2357737315,2023-06-15 17:14:32,expert,False,4.323,99.429,184,8,1.8506,53.0,15,14,1
2357737023,2023-06-15 17:14:23,expert,False,8.021,91.316,148,13,1.6207,52.0,25,22,3
2357737021,2023-06-15 17:14:21,expert,False,0.712,,177,1,1.4045,50.0,2,2,0
2357736912,2023-06-15 17:14:16,expert,False,4.002,116.058,232,8,1.9990,73.0,11,10,1
2357736907,2023-06-15 17:14:13,expert,False,2.404,82.137,205,6,2.4958,67.0,9,8,1
2357736672,2023-06-15 17:14:05,expert,False,6.359,73.583,162,14,2.2016,88.0,16,15,1
2357733445,2023-06-15 17:11:56,expert,True,71.459,,118,118,1.6513,58.0,204,185,19
2357733308,2023-06-15 17:11:55,expert,False,0.160,,192,1,6.2500,50.0,2,2,0
2357733306,2023-06-15 17:11:52,expert,False,2.164,141.381,196,3,1.3863,38.0,8,7,1
2357733305,2023-06-15 17:11:50,expert,False,1.353,121.770,180,2,1.4782,33.0,6,6,0
2357731800,2023-06-15 17:11:13,expert,False,0.883,,151,1,1.1325,33.0,3,3,0
2357730623,2023-06-15 17:10:11,expert,False,56.980,83.794,200,136,2.3868,83.0,164,158,6
2357730622,2023-06-15 17:10:09,expert,False,0.564,,184,1,1.7731,33.0,3,3,0
2357730617,2023-06-15 17:10:03,expert,False,5.694,61.495,162,15,2.6344,88.0,17,16,1
2357730616,2023-06-15 17:10:02,expert,False,0.152,,167,0,,0.0,2,2,0
2357729663,2023-06-15 17:09:39,expert,False,20.624,79.488,185,48,2.3274,84.0,57,54,3
2357729662,2023-06-15 17:09:33,expert,False,5.316,74.424,182,13,2.4454,81.0,16,15,1
2357729659,2023-06-15 17:09:31,expert,False,1.496,94.248,189,3,2.0053,50.0,6,5,1
2357729175,2023-06-15 17:09:22,expert,False,7.294,87.042,179,15,2.0565,65.0,23,20,3
2357729173,2023-06-15 17:09:21,expert,False,0.152,,200,0,,0.0,2,2,0
2357729172,2023-06-15 17:09:20,expert,False,0.152,,179,1,6.5789,50.0,2,2,0
2357729170,2023-06-15 17:09:19,expert,False,0.617,47.201,153,2,3.2415,67.0,3,3,0
2357726558,2023-06-15 17:06:42,expert,False,0.572,,168,1,1.7483,50.0,2,2,0
2357725806,2023-06-15 17:06:11,expert,False,30.156,78.406,182,70,2.3213,79.0,89,82,7
2357725802,2023-06-15 17:06:09,expert,False,0.605,59.593,197,2,3.3058,67.0,3,3,0
2357725497,2023-06-15 17:06:00,expert,False,7.702,168.588,197,9,1.1685,43.0,21,21,0
2357725084,2023-06-15 17:05:58,expert,False,0.889,,176,1,1.1249,20.0,5,5,0
2357725082,2023-06-15 17:05:57,expert,False,0.318,,176,1,3.1447,33.0,3,3,0
2357725076,2023-06-15 17:05:50,expert,False,5.506,54.667,139,14,2.5427,78.0,18,18,0
2357724963,2023-06-15 17:05:47,expert,False,1.455,120.765,166,2,1.3746,40.0,5,4,1
2357724959,2023-06-15 17:05:46,expert,False,0.539,,189,1,1.8553,50.0,2,2,0
2357724957,2023-06-15 17:05:45,expert,False,0.141,,186,1,7.0922,50.0,2,2,0
2357721850,2023-06-15 17:03:46,expert,False,46.183,74.045,194,121,2.6200,92.0,131,123,8
2357721849,2023-06-15 17:03:45,expert,False,0.549,,125,1,1.8215,50.0,2,2,0
2357721848,2023-06-15 17:03:44,expert,False,0.567,53.865,190,2,3.5273,67.0,3,3,0
2357721847,2023-06-15 17:03:43,expert,False,0.162,,157,1,6.1728,50.0,2,2,0
2357721846,2023-06-15 17:03:42,expert,False,0.724,,158,1,1.3812,33.0,3,3,0
2357721056,2023-06-15 17:02:20,expert,False,66.061,74.904,144,127,1.9225,64.0,199,181,18
2357720861,2023-06-15 17:02:17,expert,False,1.602,51.264,224,7,4.3695,70.0,10,10,0
2357720303,2023-06-15 17:02:11,expert,False,4.829,79.679,165,10,2.0708,71.0,14,14,0
2357720046,2023-06-15 17:01:57,expert,False,11.768,143.177,146,12,1.0197,34.0,35,29,6
2357718967,2023-06-15 17:01:17,expert,False,38.415,75.490,169,86,2.2387,77.0,111,107,4
2357718964,2023-06-15 17:01:15,expert,False,1.408,82.603,176,3,2.1307,60.0,5,5,0
2357718960,2023-06-15 17:01:06,expert,False,6.787,78.834,151,13,1.9154,68.0,19,19,0
2357718223,2023-06-15 17:01:00,expert,False,5.623,126.518,180,8,1.4227,44.0,18,16,2
2357718221,2023-06-15 17:00:59,expert,False,0.138,,190,0,,0.0,2,2,0
2357717889,2023-06-15 17:00:57,expert,False,0.718,,152,1,1.3928,33.0,3,3,0
2357714614,2023-06-15 16:58:04,expert,False,8.190,117.117,143,10,1.2210,42.0,24,23,1
2357713819,2023-06-15 16:57:27,expert,False,34.513,81.895,140,59,1.7095,61.0,96,91,5
2357713818,2023-06-15 16:57:24,expert,False,1.124,,154,1,0.8897,25.0,4,3,1
2357713459,2023-06-15 16:56:49,expert,False,5.329,97.698,165,9,1.6889,53.0,17,16,1
2357713458,2023-06-15 16:56:48,expert,False,0.146,,156,1,6.8493,50.0,2,2,0
2357713457,2023-06-15 16:56:47,expert,False,0.339,28.646,169,2,5.8997,67.0,3,3,0
2357713456,2023-06-15 16:56:45,expert,False,1.285,,144,1,0.7782,20.0,5,4,1
2357713129,2023-06-15 16:56:38,expert,False,5.618,76.491,177,13,2.3140,81.0,16,14,2
2357712724,2023-06-15 16:55:57,expert,False,39.384,91.076,185,80,2.0313,74.0,108,103,5
2357634913,2023-06-15 15:54:05,expert,False,30.999,88.646,163,57,1.8388,64.0,89,84,5
2357634911,2023-06-15 15:54:03,expert,False,0.723,,167,1,1.3831,33.0,3,3,0
2357634907,2023-06-15 15:54:02,expert,False,0.592,,172,1,1.6892,33.0,3,3,0
2357634614,2023-06-15 15:54:00,expert,False,0.614,,190,1,1.6287,33.0,3,3,0
2357634611,2023-06-15 15:53:58,expert,False,1.253,,160,1,0.7981,20.0,5,5,0
2357634177,2023-06-15 15:53:44,expert,False,12.338,108.896,203,23,1.8642,68.0,34,32,2
2357373695,2023-06-15 13:04:22,expert,False,49.030,78.239,150,94,1.9172,62.0,151,139,12
2357373692,2023-06-15 13:04:20,expert,False,0.678,56.274,166,2,2.9499,67.0,3,3,0
2357373560,2023-06-15 13:04:08,expert,False,9.516,87.230,165,18,1.8916,60.0,30,29,1
2357372608,2023-06-15 13:04:06,expert,False,0.591,,199,1,1.6920,33.0,3,3,0
2357372604,2023-06-15 13:04:05,expert,False,0.597,47.462,159,2,3.3501,67.0,3,3,0
2357372601,2023-06-15 13:04:00,expert,False,2.461,86.135,175,5,2.0317,71.0,7,6,1
2357371514,2023-06-15 13:03:37,expert,False,18.509,77.562,176,42,2.2692,75.0,56,54,2
2357370732,2023-06-15 13:02:43,expert,False,0.271,,148,0,,0.0,2,2,0
2357368187,2023-06-15 13:01:30,expert,False,70.512,76.429,155,143,2.0280,71.0,201,192,9
2357368186,2023-06-15 13:01:29,expert,False,0.534,56.070,210,2,3.7453,50.0,4,3,1
2357368185,2023-06-15 13:01:28,expert,False,0.152,,177,1,6.5789,50.0,2,2,0
2357368184,2023-06-15 13:01:27,expert,False,0.508,44.196,174,2,3.9370,67.0,3,3,0
2357368183,2023-06-15 13:01:26,expert,False,0.144,,196,1,6.9444,50.0,2,2,0
2357368182,2023-06-15 13:01:25,expert,False,0.171,,172,1,5.8480,50.0,2,2,0
2357367760,2023-06-15 13:01:16,expert,False,6.719,63.300,179,19,2.8278,95.0,20,18,2
2357367757,2023-06-15 13:01:10,expert,False,1.885,68.488,218,6,3.1830,86.0,7,7,0
2357367283,2023-06-15 13:00:49,expert,False,10.893,59.348,158,29,2.6623,76.0,38,34,4
2357366855,2023-06-15 13:00:32,expert,False,2.494,125.947,202,4,1.6038,44.0,9,8,1
2357347050,2023-06-15 12:49:57,expert,False,24.385,89.568,191,52,2.1325,68.0,77,73,4
2357344722,2023-06-15 12:48:15,expert,False,84.642,88.306,241,231,2.7291,95.0,244,234,10
2357344721,2023-06-15 12:48:14,expert,False,0.142,,146,1,7.0423,50.0,2,2,0
2357344715,2023-06-15 12:48:11,expert,False,2.791,156.296,168,3,1.0749,30.0,10,10,0
2357344713,2023-06-15 12:48:08,expert,False,1.439,58.639,163,4,2.7797,67.0,6,6,0
2357343853,2023-06-15 12:48:07,expert,False,0.143,,168,1,6.9930,50.0,2,2,0
2357340799,2023-06-15 12:46:47,expert,False,9.689,93.257,231,24,2.4770,77.0,31,28,3
2357340798,2023-06-15 12:46:46,expert,False,0.142,,162,1,7.0423,50.0,2,2,0
2357340797,2023-06-15 12:46:45,expert,False,0.160,,186,1,6.2500,50.0,2,2,0
2357338770,2023-06-15 12:46:08,expert,False,32.958,74.477,174,77,2.3363,75.0,102,100,2
2357338766,2023-06-15 12:46:07,expert,False,0.549,,179,1,1.8215,33.0,3,3,0
2357338636,2023-06-15 12:46:03,expert,False,2.791,70.124,201,8,2.8664,89.0,9,9,0
2357338633,2023-06-15 12:45:58,expert,False,3.786,44.927,178,15,3.9620,107.0,14,14,0
2357327309,2023-06-15 12:39:12,expert,True,84.254,,180,180,2.1364,75.0,240,219,21
2357325798,2023-06-15 12:38:08,expert,False,17.059,86.778,117,23,1.3483,52.0,44,43,1
2357281773,2023-06-15 12:15:21,expert,False,42.779,80.908,174,92,2.1506,75.0,122,108,14
2357276629,2023-06-15 12:13:23,expert,False,21.277,93.382,237,54,2.5380,90.0,60,56,4
2357274271,2023-06-15 12:11:54,expert,False,61.222,78.387,137,107,1.7477,64.0,167,162,5
2357273485,2023-06-15 12:11:09,expert,False,18.879,71.126,162,43,2.2777,75.0,57,50,7
2357273483,2023-06-15 12:11:07,expert,False,0.473,49.665,210,2,4.2283,67.0,3,3,0
2357270719,2023-06-15 12:10:01,expert,False,24.248,92.502,206,54,2.2270,81.0,67,67,0
2357270718,2023-06-15 12:09:59,expert,False,0.153,,176,1,6.5359,50.0,2,2,0
2357145342,2023-06-15 11:07:13,expert,False,4.778,132.828,139,5,1.0465,33.0,15,13,2
2357145337,2023-06-15 11:07:00,expert,False,12.596,82.126,163,25,1.9848,68.0,37,36,1
2357134472,2023-06-15 11:01:49,expert,False,9.654,97.676,172,17,1.7609,59.0,29,28,1
2357134209,2023-06-15 11:01:40,expert,False,7.893,73.800,187,20,2.5339,77.0,26,24,2
2357134017,2023-06-15 11:01:38,expert,False,0.448,40.096,179,2,4.4643,50.0,4,4,0
2357133191,2023-06-15 11:01:15,expert,False,21.227,76.677,177,49,2.3084,77.0,64,64,0
2357133185,2023-06-15 11:01:12,expert,False,2.834,145.479,154,3,1.0586,30.0,10,9,1
2357133004,2023-06-15 11:01:11,expert,False,0.141,,176,1,7.0922,50.0,2,2,0
2357131441,2023-06-15 11:00:52,expert,False,17.333,71.613,157,38,2.1923,73.0,52,47,5
2357131438,2023-06-15 11:00:50,expert,False,0.154,,173,1,6.4935,50.0,2,2,0
2357127098,2023-06-15 10:58:36,expert,False,50.627,78.110,162,105,2.0740,70.0,149,142,7
2357127095,2023-06-15 10:58:32,expert,False,3.081,65.386,191,9,2.9211,82.0,11,11,0
2357127092,2023-06-15 10:58:29,expert,False,1.217,,142,1,0.8217,33.0,3,3,0
2357123357,2023-06-15 10:56:43,expert,False,20.324,94.071,162,35,1.7221,59.0,59,57,2
2357122033,2023-06-15 10:56:10,expert,False,30.812,77.470,176,70,2.2718,80.0,88,85,3
2357122031,2023-06-15 10:56:08,expert,False,0.711,,168,1,1.4065,33.0,3,3,0
2357121314,2023-06-15 10:56:06,expert,False,1.409,128.219,182,2,1.4194,40.0,5,5,0
2357121308,2023-06-15 10:56:03,expert,False,1.528,63.870,209,5,3.2723,83.0,6,6,0
2357121307,2023-06-15 10:56:02,expert,False,0.157,,215,0,,0.0,2,2,0
2357115477,2023-06-15 10:53:21,expert,False,35.465,72.968,179,87,2.4531,84.0,104,100,4
2357115476,2023-06-15 10:53:20,expert,False,0.177,,202,0,,0.0,2,2,0
2357114121,2023-06-15 10:53:02,expert,False,16.900,108.058,211,33,1.9527,66.0,50,45,5
2357110079,2023-06-15 10:50:50,expert,False,72.887,81.998,171,152,2.0854,79.0,193,181,12
2357110076,2023-06-15 10:50:44,expert,False,3.133,67.360,172,8,2.5535,80.0,10,10,0
2357077043,2023-06-15 10:35:22,expert,False,22.723,82.673,171,47,2.0684,75.0,63,59,4
2357077042,2023-06-15 10:35:21,expert,False,0.551,,174,1,1.8149,33.0,3,3,0
2357076334,2023-06-15 10:35:20,expert,False,0.565,50.285,178,2,3.5398,67.0,3,3,0
2357076332,2023-06-15 10:35:19,expert,False,0.151,,141,0,,0.0,2,2,0
2357076329,2023-06-15 10:35:08,expert,False,9.191,152.417,199,12,1.3056,43.0,28,25,3
2357076328,2023-06-15 10:35:06,expert,False,1.519,91.646,181,3,1.9750,50.0,6,5,1
2357075817,2023-06-15 10:35:02,expert,False,2.319,87.542,151,4,1.7249,50.0,8,7,1
2355539255,2023-06-15 00:42:56,expert,False,20.846,99.019,171,36,1.7269,61.0,59,47,12
2355530182,2023-06-15 00:39:38,expert,False,64.814,79.273,159,130,2.0057,72.0,180,175,5
2355526820,2023-06-15 00:38:03,expert,False,79.034,87.932,168,151,1.9106,72.0,210,196,14
2355526818,2023-06-15 00:38:01,expert,False,0.348,,181,1,2.8736,50.0,2,2,0
2355477840,2023-06-15 00:19:46,expert,False,0.822,,152,1,1.2165,33.0,3,3,0
2355477839,2023-06-15 00:19:45,expert,False,0.568,59.640,210,2,3.5211,67.0,3,3,0
2355475858,2023-06-15 00:19:44,expert,False,0.164,,184,1,6.0976,50.0,2,2,0
2355475857,2023-06-15 00:19:43,expert,False,0.144,,187,1,6.9444,50.0,2,2,0
2355475855,2023-06-15 00:19:41,expert,False,0.560,,178,1,1.7857,33.0,3,3,0
2355475303,2023-06-15 00:19:25,expert,False,14.557,90.038,167,27,1.8548,61.0,44,39,5
2355475302,2023-06-15 00:19:24,expert,False,0.154,,177,0,,0.0,2,2,0
2355475299,2023-06-15 00:19:22,expert,False,1.372,69.515,152,3,2.1866,60.0,5,5,0
2355473905,2023-06-15 00:19:10,expert,False,10.563,85.944,179,22,2.0827,67.0,33,33,0
2355473904,2023-06-15 00:19:08,expert,False,0.675,,178,1,1.4815,33.0,3,3,0
2355472561,2023-06-15 00:17:53,expert,False,42.888,72.188,170,101,2.3550,82.0,123,109,14
2355472559,2023-06-15 00:17:49,expert,False,2.705,125.106,185,4,1.4787,44.0,9,9,0
2355472091,2023-06-15 00:17:48,expert,False,0.577,50.199,174,2,3.4662,67.0,3,3,0
2355472085,2023-06-15 00:17:43,expert,False,2.966,109.742,185,5,1.6858,45.0,11,10,1
2355471037,2023-06-15 00:16:50,expert,False,21.204,79.853,177,47,2.2166,73.0,64,62,2
